AAPL,AAPL_VOL,XOM,XOM_VOL,JNJ,JNJ_VOL,JPM,JPM_VOL,PG,PG_VOL,CAT,CAT_VOL
45.0649642944336,60172400,58.38011169433594,8306900,101.10716247558594,7314400,90.24683380126952,24662600,65.43570709228516,6931200,117.05719757080078,3723100
45.19243240356445,62138000,58.252723693847656,7373300,104.6912078857422,12858700,90.18155670166016,14821900,65.84708404541016,8983400,117.79473114013672,3306000
44.944583892822266,65573600,58.18904876708984,8711900,103.62898254394533,7152000,91.02217864990234,14244900,65.59204864501953,9105100,119.63440704345705,4394800
45.293941497802734,81147200,58.0404052734375,8659100,102.1207504272461,5984600,89.68372344970703,16775300,65.36537170410156,8010600,118.91791534423828,3576700
45.19007110595703,82704800,57.60871124267578,9196300,102.04777526855467,5835500,90.81812286376952,13578100,65.32386016845703,8234700,116.70024871826172,5247000
45.23019409179688,63957600,57.60871124267578,8425900,102.68028259277344,4631100,92.50747680664062,18140000,65.18273162841797,5881600,116.23963928222656,3542300
45.55830764770508,74791600,58.74814987182617,11121000,104.8939437866211,7158800,93.16039276123048,14000400,65.58123779296875,8297100,117.6811294555664,5064700
45.98793411254883,66839600,59.15861129760742,9523600,104.2938995361328,6523000,94.0010223388672,13329100,65.9797592163086,6208400,119.82202911376952,5041800
45.84392929077149,76304000,59.6186408996582,13210100,105.63992309570312,7640600,93.73167419433594,11897800,66.49452209472656,9771100,121.6132354736328,5385600
45.08148193359375,96096000,57.97672653198242,18220800,106.66973114013672,6620400,94.69470977783205,12802700,66.90132904052734,7492900,121.59615325927734,4649400
44.82890701293945,84118000,57.84932708740234,11282800,107.17245483398438,11013100,95.26602172851562,13411600,66.5858154296875,7090700,119.19938659667967,13837700
44.918601989746094,157492000,57.68655014038086,11716800,107.45626831054688,7598900,93.8132781982422,15843800,67.15037536621094,9878200,122.65382385253906,7608700
47.56477355957031,271742800,56.89391326904297,8936300,107.5535659790039,5770400,94.39273834228516,13531600,66.9594497680664,7556700,118.1673583984375,6364500
48.955116271972656,249616000,56.55420303344727,8364300,106.42648315429688,6563300,94.79265594482422,11058100,68.08029174804688,9261700,117.71524047851562,4195000
49.09674453735352,133789600,56.75944900512695,7811100,106.9940948486328,6498700,95.5597915649414,11016100,68.3542709350586,7102800,118.14170837402344,3594100
